Data,ETH,BNB,SOL,SUI,AVAX,TIA,MANTRA,NEAR,SEI,ARB,GMX,FLOKI,MANTA,FET,NOT,ATH,GALA,VENOM,FOXY,SHRAP,COREUM,ASTER,FITFI,UOS,BRISE,NATIX,SOIL,SENATE,MUBI,LUNC,TOKEN,GNS,RSR,WOO,AXS,L3,MORE,RIZ,LINGO,LUMIA,ZEUS,SIDUS,MLC,CARV,MXNA,0g,BLUAI,MANTRA.1,PUMP
31/10/2025,3893.01,1104.77,193.81,,19.62,1.008,0.02765,2.272,0.1985,0.317,9.97,7.217e-05,0.1112,0.2612,0.000799,0.02803811,0.01078776,0.095677,0.00148268,0.00249028,0.089194,1.02,0.00082528,0.02060946,4.1955e-08,0.00054985,0.131467,0.00207227,0.00188288,4.454e-05,0.0079135,1.451,0.005473,0.04040011,1.525,0.02268752,0.01126025,0.00117023,0.02011528,0.14845,0.068222,0.00030694,0.313008,0.154596,0.00446724,1.47,0.02234212,,0.004461
01/11/2025,3802.9,1078.03,184.52,,18.13,0.912,0.025525,2.097,0.1842,0.2898,9.62,6.639e-05,0.0993,0.2402,0.000722,0.02477954,0.00987084,0.093244,0.00138263,0.00228311,0.084552,0.924927,0.00076505,0.01948857,3.9559e-08,0.00057242,0.125748,0.00198309,0.0017475,4.183e-05,0.00726109,1.456,0.005032,0.03642843,1.402,0.02199173,0.00951001,0.00113477,0.01920716,0.129223,0.063433,0.00029253,0.299428,0.145771,0.00428031,1.17,0.02271059,,0.004599
02/11/2025,3875.26,1089.14,186.34,,18.67,0.931,0.026325,2.175,0.1943,0.3055,9.88,7.108e-05,0.105,0.2489,0.000786,0.02801916,0.01036049,0.088547,0.00137989,0.00237689,0.107665,0.982532,0.00079818,0.01911969,4.1005e-08,0.00057176,0.122175,0.0021447,0.00172875,4.375e-05,0.00761966,1.523,0.00562,0.03873452,1.44,0.02102287,0.00966794,0.00112189,0.01894056,0.147871,0.062319,0.00030543,0.281607,0.163978,0.00488528,1.11,0.02112713,,0.004518
03/11/2025,3745.6,1041.9,177.47,,17.56,0.883,0.024625,2.045,0.181,0.2849,9.24,6.508e-05,0.1029,0.232,0.000736,0.02628956,0.00966858,0.088203,0.00121065,0.00221782,0.096975,1.077,0.00076733,0.01895727,3.9874e-08,0.00057474,0.119978,0.00222099,0.00192359,4.077e-05,0.00699922,1.457,0.005102,0.03639829,1.346,0.0197034,0.00915865,0.00117743,0.0187495,0.131635,0.058086,0.0003705,0.258008,0.185913,0.00490828,1.066,0.01611018,,0.00405
04/11/2025,3491.4,950.2,158.73,,16.34,0.795,0.02315,1.859,0.1572,0.2581,8.66,5.868e-05,0.0971,0.2084,0.000652,0.02296337,0.00869699,0.086686,0.00110212,0.00192341,0.089003,0.860892,0.000709,0.01715451,3.5286e-08,0.00054989,0.112678,0.00200391,0.00171099,3.832e-05,0.00635213,1.378,0.004565,0.03224361,1.225,0.01708819,0.00716183,0.00118355,0.01742154,0.132748,0.050557,0.00028892,0.20985,0.182576,0.00485421,1.32,0.01315558,,0.003718
05/11/2025,3343.37,949.03,157.89,,16.53,0.795,0.0232,1.858,0.1616,0.262,8.9,5.889e-05,0.0918,0.213,0.000661,0.02399694,0.00876826,0.070711,0.00106071,0.00194369,0.097456,1.032,0.00067483,0.01640811,3.542e-08,0.00053232,0.107326,0.00185497,0.00161746,3.734e-05,0.00638614,1.369,0.004413,0.03230071,1.213,0.01589439,0.00659082,0.0011038,0.01566443,0.129967,0.04810296,0.00029871,0.217588,0.191913,0.00452892,1.15,0.01299116,,0.003947
06/11/2025,3391.7,950.51,159.23,,16.35,0.799,0.022875,1.909,0.1616,0.2631,8.86,5.867e-05,0.0936,0.2158,0.000651,0.0239329,0.00877054,0.068798,0.00116818,0.0020671,0.099177,1.09,0.00068232,0.0157816,3.7133e-08,0.00052488,0.115538,0.00214779,0.00165669,3.699e-05,0.00626543,1.392,0.004315,0.03161618,1.171,0.0158029,0.00567532,0.0011166,0.01546438,0.132776,0.04805065,0.00030756,0.21467,0.203066,0.00454706,1.044,0.01590686,,0.003915
07/11/2025,3303.31,948.94,155.68,,16.13,0.808,0.022475,2.146,0.1615,0.266,9.01,5.887e-05,0.0967,0.2365,0.000656,0.02341814,0.00889956,0.067485,0.00123293,0.00199267,0.10061,1.021,0.0006632,0.01612903,3.7455e-08,0.00050887,0.110682,0.00202379,0.00161867,3.536e-05,0.00658317,1.377,0.004213,0.03153486,1.249,0.01604365,0.00528553,0.00111973,0.01521059,0.134632,0.04338556,0.00030477,0.241847,0.188742,0.00450256,1.008,0.01656325,,0.003958
08/11/2025,3444.24,989.52,162.94,,17.97,1.15,0.02565,2.846,0.1823,0.3016,9.75,6.595e-05,0.1187,0.347,0.000845,0.0261356,0.01049653,0.066127,0.00131077,0.00215441,0.098376,1.15,0.000696,0.01653326,3.8254e-08,0.00050008,0.114289,0.00204524,0.00179182,3.822e-05,0.00752391,1.523,0.004819,0.03636955,1.517,0.01727951,0.00541628,0.00112372,0.01525481,0.194189,0.05006,0.00032102,0.250877,0.201059,0.00447261,1.11,0.01670837,,0.003938
09/11/2025,3406.2,990.42,158.36,,17.49,1.042,0.024525,2.926,0.1823,0.2984,9.62,6.266e-05,0.1091,0.3419,0.000787,0.0257533,0.01026609,0.064178,0.00118455,0.00204567,0.095534,1.043,0.00070618,0.01628955,3.7594e-08,0.00050093,0.115301,0.00219917,0.00179346,3.794e-05,0.00705189,1.498,0.004652,0.03491937,1.479,0.01632331,0.00527378,0.00119557,0.0148006,0.172451,0.04684624,0.00033505,0.227429,0.187019,0.00441463,1.5,0.01483634,,0.00395
10/11/2025,3576.54,992.06,168.07,,18.13,1.024,0.025025,2.848,0.1895,0.3033,10.06,6.45e-05,0.1184,0.3467,0.000776,0.0266325,0.01049071,0.064842,0.00115375,0.00223372,0.095654,1.079,0.00076686,0.01857275,3.7266e-08,0.00049804,0.115124,0.00238738,0.00181231,3.746e-05,0.00727674,1.526,0.004658,0.03560823,1.463,0.01554398,0.00466707,0.00151241,0.01552091,0.169111,0.04768722,0.00033331,0.216497,0.180339,0.00469879,1.5,0.01470815,,0.004366
11/11/2025,3464.33,966.2,158.61,,17.37,0.985,0.0234,2.639,0.1791,0.2821,9.82,6.093e-05,0.111,0.3455,0.000725,0.02522959,0.01014626,0.06409,0.00114066,0.00199732,0.091883,1.079,0.00073618,0.01686984,3.6328e-08,0.00049079,0.115831,0.00232438,0.0017798,3.611e-05,0.00690304,1.479,0.004452,0.03436022,1.388,0.01508294,0.00408088,0.0015917,0.01542459,0.163309,0.04544416,0.00031147,0.2158,0.178129,0.00500951,1.37,0.01297702,,0.004455
12/11/2025,3432.66,962.23,154.27,,17.07,0.959,0.023125,2.582,0.1772,0.2753,9.68,6.055e-05,0.1091,0.3302,0.000714,0.02475219,0.01004039,0.063868,0.00114395,0.00200726,0.090939,1.1,0.00072143,0.01676961,3.6135e-08,0.00049799,0.115434,0.00231561,0.00171751,3.549e-05,0.00675956,1.483,0.004371,0.03392107,1.378,0.01473854,0.00385156,0.00158245,0.01540037,0.163897,0.04431518,0.0003115,0.216104,0.176806,0.00493082,1.46,0.01272837,,0.004214
13/11/2025,3526.57,965.1,155.66,,17.42,0.946,0.02355,2.577,0.1778,0.2687,9.84,6.142e-05,0.1209,0.3177,0.000732,0.02503239,0.00991901,0.064066,0.00117776,0.0020312,0.089703,1.13,0.00072745,0.0161864,3.6858e-08,0.00049979,0.111216,0.00233358,0.00176302,3.517e-05,0.00671256,1.512,0.004399,0.03359974,1.351,0.01493085,0.00391207,0.00161564,0.01502799,0.159394,0.04275143,0.00031801,0.211226,0.174496,0.00486478,1.33,0.0138041,,0.003769
14/11/2025,3526.57,965.1,155.66,,17.42,0.946,0.02355,2.577,0.1778,0.2687,9.84,6.142e-05,0.1209,0.3177,0.000732,0.02503239,0.00991901,0.064066,0.00117776,0.0020312,0.089703,1.13,0.00072745,0.0161864,3.6858e-08,0.00049979,0.111216,0.00233358,0.00176302,3.517e-05,0.00671256,1.512,0.004399,0.03359974,1.351,0.01493085,0.00391207,0.00161564,0.01502799,0.159394,0.04275143,0.00031801,0.211226,0.174496,0.00486478,1.33,0.0138041,,0.003601
15/11/2025,3103.59,914.75,138.36,,15.05,0.843,0.020725,2.34,0.1589,0.2351,8.54,5.399e-05,0.1175,0.2696,0.000704,0.02157305,0.00891024,0.063575,0.00119332,0.00180295,0.087487,1.093,0.00065552,0.01434136,3.4753e-08,0.00047575,0.108681,0.00154096,0.00156975,3.202e-05,0.00585814,1.401,0.003775,0.02857755,1.238,0.01265239,0.0037233,0.00152092,0.01274005,0.13797,0.03811069,0.00026697,0.182222,0.160544,0.00485867,1.2,0.0098299,,0.003577
16/11/2025,3159.23,931.62,139.6,,15.49,0.856,0.02115,2.394,0.1633,0.2405,8.61,5.492e-05,0.1196,0.2856,0.000698,0.02230497,0.00908191,0.063938,0.00118016,0.0017593,0.087323,1.12,0.00064743,0.01389249,3.4927e-08,0.00046856,0.107476,0.00181554,0.0015815,3.246e-05,0.00578426,1.45,0.003854,0.03022545,1.276,0.01446919,0.01188254,0.00151465,0.01270168,0.14132,0.04125695,0.00027052,0.170766,0.164023,0.0045374,1.42,0.01109683,,0.003482
17/11/2025,3185.08,934.09,140.16,,15.56,0.832,0.0205,2.315,0.1576,0.2385,8.52,5.418e-05,0.1132,0.2762,0.000669,0.02168663,0.00868093,0.063724,0.00110786,0.00164564,0.088246,1.25,0.00060823,0.01380956,3.4096e-08,0.00044124,0.10425,0.00174265,0.00156588,3.181e-05,0.00563942,1.45,0.003736,0.02983332,1.251,0.01288123,0.00832005,0.00147959,0.01187093,0.142173,0.03828798,0.00026046,0.152366,0.160349,0.00452537,1.23,0.01013916,,0.003171
18/11/2025,3015.4,900.52,134.24,,14.42,0.802,0.01995,2.298,0.1505,0.2318,8.53,5.244e-05,0.1121,0.2743,0.000655,0.02045238,0.00860102,0.063378,0.00106125,0.00160059,0.085885,1.25,0.00057868,0.01268853,3.3209e-08,0.00042848,0.100184,0.00163818,0.00139103,3.124e-05,0.00548131,1.442,0.003664,0.02906978,1.228,0.01267372,0.00713073,0.00143341,0.0119215,0.139829,0.0343855,0.00026152,0.13874,0.153541,0.00502127,1.17,0.00987547,,0.002987
19/11/2025,3122.32,934.62,141.54,,14.65,0.799,0.02045,2.286,0.1517,0.2384,8.9,5.421e-05,0.1115,0.3028,0.000659,0.02159472,0.00874584,0.062975,0.00108653,0.00158945,0.085738,1.36,0.00061215,0.01283683,3.4671e-08,0.0004153,0.100056,0.00174745,0.00139318,3.238e-05,0.00542047,1.464,0.003801,0.02948392,1.319,0.01258362,0.00625,0.00144309,0.01198668,0.14216,0.03823185,0.00025004,0.140247,0.162209,0.00503473,1.23,0.0104705,,0.003045
20/11/2025,2833.45,877.96,133.32,,13.71,0.71,0.0194,2.108,0.1421,0.2154,8.27,4.805e-05,0.1324,0.311,0.000635,0.01879574,0.00803825,0.061998,0.00096529,0.00183566,0.081356,1.17,0.00061759,0.01255615,3.2118e-08,0.00039126,0.091597,0.00140759,0.00115307,2.857e-05,0.0050274,1.41,0.003419,0.0269168,1.192,0.01178018,0.00777025,0.00150661,0.01042897,0.143412,0.03350639,0.0002206,0.130612,0.140784,0.00661666,1.12,0.0073287,,0.0031
21/11/2025,2863.85,875.15,134.84,,13.9,0.731,0.01985,2.124,0.1438,0.2193,8.47,4.908e-05,0.1386,0.321,0.00065,0.01901013,0.00815094,0.062007,0.00097074,0.00182802,0.080154,1.21,0.00062148,0.01275217,3.2314e-08,0.0003893,0.088817,0.00143984,0.00119032,2.911e-05,0.00515647,1.43,0.003474,0.02741133,1.209,0.01201336,0.00949774,0.00150726,0.01079709,0.148941,0.0341228,0.00022304,0.134318,0.142642,0.00786772,1.12,0.00776308,,0.002808
22/11/2025,2735.63,822.21,125.66,,13.26,0.624,0.017825,1.844,0.1305,0.197,7.8,4.498e-05,0.1071,0.2764,0.000564,0.01482131,0.00732153,0.061091,0.00090791,0.00165107,0.081163,1.19,0.00053151,0.01198127,2.7786e-08,0.00037599,0.10008,0.0013548,0.00113014,2.679e-05,0.00448172,1.359,0.003219,0.02515026,1.075,0.01156998,0.00636003,0.00142563,0.01067525,0.129879,0.02814049,0.00021141,0.127413,0.12811,0.00845152,1.17,0.00741799,,0.002692
23/11/2025,2821.05,845.94,130.52,,13.35,0.626,0.018375,1.883,0.1329,0.2029,8.28,4.627e-05,0.1099,0.289,0.000564,0.01608868,0.00755954,0.060628,0.00089346,0.00162857,0.08108,1.19,0.0005326,0.01197182,2.8488e-08,0.00037779,0.097948,0.00139211,0.00116796,2.734e-05,0.0047628,1.402,0.003276,0.02660349,1.112,0.01130383,0.0047193,0.00149845,0.01053346,0.134621,0.03007837,0.00021935,0.120978,0.139645,0.00559885,1.27,0.00792038,,0.002623
24/11/2025,2821.05,845.94,130.52,,13.35,0.626,0.018375,1.883,0.1329,0.2029,8.28,4.627e-05,0.1099,0.289,0.000564,0.01608868,0.00755954,0.060628,0.00089346,0.00162857,0.08108,1.19,0.0005326,0.01197182,2.8488e-08,0.00037779,0.097948,0.00139211,0.00116796,2.734e-05,0.0047628,1.402,0.003276,0.02660349,1.112,0.01130383,0.0047193,0.00149845,0.01053346,0.134621,0.03007837,0.00021935,0.120978,0.139645,0.00559885,1.27,0.00792038,,0.002678
25/11/2025,2920.36,861.12,138.06,,13.88,0.639,0.018725,1.919,0.1365,0.2179,8.84,4.853e-05,0.1191,0.2754,0.000589,0.01610111,0.00769052,0.059984,0.00095353,0.00176729,0.087359,1.17,0.00056127,0.01145813,2.8112e-08,0.00036467,0.09788,0.00140767,0.00122421,2.774e-05,0.00490623,1.448,0.003464,0.02763772,1.138,0.02102916,0.00429299,0.00149436,0.01050425,0.13552,0.03319645,0.00021648,0.130638,0.143744,0.00537846,1.23,0.00838751,,0.002762
26/11/2025,2913.4,855.24,137.13,,14.02,0.613,0.022275,1.87,0.1354,0.2117,8.78,4.844e-05,0.117,0.2658,0.000595,0.01602438,0.00765379,0.057061,0.00091799,0.00144805,0.08253,1.081,0.00055067,0.01178574,2.7673e-08,0.0003625,0.097068,0.00136231,0.0011994,2.714e-05,0.00493301,1.45,0.003403,0.02764131,1.12,0.01492898,0.00501842,0.0015148,0.01135744,0.130948,0.03280446,0.00020154,0.124179,0.137177,0.00521122,1.18,0.00778656,,0.002843
27/11/2025,3027.9,891.99,143.06,,14.94,0.633,0.021725,1.938,0.1406,0.2187,9.12,4.974e-05,0.1198,0.2675,0.00062,0.01659403,0.00783606,0.056522,0.00087973,0.00148745,0.080038,1.11,0.00054839,0.01168953,2.7909e-08,0.00037184,0.097018,0.00140418,0.00120816,2.809e-05,0.00508238,1.484,0.003487,0.02833076,1.159,0.01468697,0.00486464,0.00149158,0.01138649,0.134587,0.03252398,0.00020398,0.125881,0.138674,0.00496018,1.21,0.0078863,,0.002962
28/11/2025,3016.65,889.73,139.68,,15.05,0.618,0.019925,1.884,0.1379,0.2178,8.99,4.926e-05,0.1138,0.2631,0.000621,0.01558375,0.00781094,0.055474,0.0008704,0.00123855,0.079618,1.091,0.00053878,0.01156785,2.7495e-08,0.0003666,0.095607,0.00139031,0.00121455,2.768e-05,0.00487008,1.488,0.003397,0.02739694,1.142,0.01362935,0.00601904,0.00145394,0.01116269,0.130296,0.0298523,0.00020218,0.12704,0.150803,0.00494567,1.22,0.00765382,,0.003001
29/11/2025,3041.7,888.92,137.9,,14.86,0.629,0.0208,1.885,0.1384,0.2174,9.0,4.94e-05,0.1121,0.2671,0.000611,0.01549641,0.00788119,0.05551,0.00088676,0.00123682,0.079406,1.1,0.0005343,0.01131706,2.7333e-08,0.00036395,0.094778,0.00084103,0.00119188,2.81e-05,0.00485287,1.498,0.003412,0.02727897,1.138,0.01359954,0.00548398,0.00142068,0.01092348,0.130904,0.02891653,0.00015289,0.128929,0.145224,0.00497391,1.23,0.00754682,,0.00289
30/11/2025,2991.39,874.4,136.06,,14.25,0.616,0.019725,1.851,0.1353,0.2146,8.84,4.821e-05,0.1084,0.2598,0.0006,0.01553544,0.00766173,0.055534,0.00086912,0.00114897,0.078872,1.046,0.00058166,0.01156972,2.6802e-08,0.0003631,0.089382,0.00087617,0.0011686,2.761e-05,0.0047372,1.468,0.003366,0.02637573,1.11,0.0153945,0.00552128,0.00137555,0.01086216,0.128748,0.03002968,0.00013592,0.123956,0.139523,0.00496395,1.21,0.00731531,,0.002996
01/12/2025,2839.82,825.41,127.15,1.3453,12.97,0.561,0.018175,1.632,0.1248,0.1938,8.31,4.277e-05,0.0976,0.2286,0.000524,0.01365056,0.00684477,0.055443,0.00082926,0.00076875,0.07386,0.985307,0.00050803,0.01043876,2.4886e-08,0.00036144,0.088256,0.00083575,0.00110024,2.522e-05,0.00418119,1.406,0.002982,0.02420469,1.003,0.01324472,0.00509768,0.00124996,0.01030369,0.117564,0.02524029,0.00010434,0.119103,0.128832,0.00504873,1.081,0.00694069,,0.002769
02/12/2025,2800.5,828.08,126.68,1.6286,12.8,0.563,0.01825,1.629,0.1233,0.1941,8.19,4.316e-05,0.0954,0.232,0.000536,0.01354073,0.00679022,0.054655,0.00078585,0.00076675,0.07295,0.953812,0.0005065,0.00994716,2.4951e-08,0.00035883,0.089617,0.00093201,0.00107871,2.7e-05,0.00385,1.395,0.003023,0.02431957,1.014,0.01324358,0.00548102,0.00124934,0.01121961,0.118489,0.02514088,0.00010357,0.102074,0.135411,0.00506721,1.16,0.00664066,,0.003064
03/12/2025,2999.54,877.35,138.86,1.6917,13.67,0.621,0.018825,1.802,0.1377,0.2125,8.64,4.792e-05,0.0981,0.2558,0.000586,0.01443519,0.00740932,0.054739,0.00073633,0.00113272,0.075803,1.014,0.00052972,0.01044001,2.7326e-08,0.00035773,0.096015,0.001278,0.00117035,2.795e-05,0.00411385,1.433,0.003369,0.02698104,1.099,0.01299009,0.00521271,0.00126604,0.01146183,0.123797,0.02612552,0.00010789,0.100177,0.140582,0.00501937,1.19,0.00670507,,0.003242
04/12/2025,3176.42,907.34,143.1,1.6585,14.73,0.642,0.01965,1.868,0.1392,0.2202,9.05,4.969e-05,0.1006,0.2576,0.00059,0.0145267,0.00773333,0.054986,0.00066034,0.00127876,0.077378,1.058,0.00052628,0.01046705,2.8828e-08,0.00035685,0.097407,0.00128819,0.0012302,2.826e-05,0.00415376,1.47,0.003538,0.02707068,1.121,0.01274875,0.00512777,0.00118868,0.01144532,0.124436,0.02440381,0.00011991,0.098785,0.135603,0.0049335,1.19,0.00711097,,0.003184
05/12/2025,3139.7,901.71,139.09,1.5561,14.43,0.624,0.01885,1.796,0.136,0.2161,8.71,4.773e-05,0.096,0.2497,0.000573,0.01408109,0.00752512,0.054808,0.00063868,0.00118462,0.077746,1.035,0.00052132,0.01046356,2.8205e-08,0.00035542,0.09949,0.00126139,0.00120938,3.01e-05,0.00393619,1.455,0.003435,0.02656544,1.084,0.01300282,0.00510558,0.00113929,0.01059641,0.122588,0.02328576,0.00011843,0.073812,0.135436,0.00497846,1.15,0.0066687,,0.00299
06/12/2025,3024.47,884.2,133.26,1.5633,13.24,0.577,0.0186,1.685,0.1269,0.2027,8.5,4.507e-05,0.0915,0.2337,0.000553,0.01368004,0.00712795,0.054349,0.00057779,0.00113223,0.071778,1.014,0.00051344,0.01015035,2.7529e-08,0.00035414,0.096719,0.00121039,0.00113238,5.657e-05,0.0034931,1.391,0.003232,0.02466096,1.032,0.01215342,0.00511412,0.00113932,0.01098251,0.119116,0.02174691,0.00011363,0.068597,0.131439,0.0047958,1.062,0.00710304,,0.002969
07/12/2025,3032.15,890.04,131.56,1.5841,13.34,0.578,0.01865,1.705,0.128,0.2067,8.62,4.638e-05,0.0943,0.2338,0.000642,0.01406263,0.00719313,0.051297,0.00060856,0.00107312,0.072724,0.970891,0.00052101,0.01202945,2.7778e-08,0.00035051,0.095454,0.00121908,0.00117319,6.587e-05,0.00368173,1.417,0.003248,0.0257709,1.072,0.01235693,0.00510699,0.00113586,0.01042121,0.121592,0.02063077,0.00011278,0.066183,0.134949,0.00475659,1.032,0.00673863,,0.002983
08/12/2025,3135.65,903.12,135.12,1.6103,13.65,0.586,0.018725,1.734,0.131,0.2098,8.94,4.679e-05,0.0923,0.2415,0.0006,0.01368561,0.0072546,0.051638,0.00064142,0.00111473,0.07258,0.956749,0.00054264,0.0105,2.8127e-08,0.00034743,0.0978,0.00127326,0.00120901,5.268e-05,0.003924,1.403,0.003236,0.02577971,1.047,0.01245406,0.00503946,0.00118339,0.01052066,0.122906,0.02439023,0.00011145,0.061612,0.140614,0.00466369,0.99071,0.00709502,,0.003027
09/12/2025,3133.68,900.2,133.68,1.6594,13.7,0.593,0.018875,1.749,0.132,0.2132,8.8,4.882e-05,0.0913,0.2422,0.000593,0.01359226,0.00733221,0.051485,0.00062124,0.00110092,0.072183,0.95,0.00052521,0.01050073,2.8256e-08,0.00034175,0.100608,0.00133126,0.00121175,5.406e-05,0.00386194,1.394,0.003269,0.0270339,1.038,0.01203275,0.00469725,0.00113536,0.01056696,0.119985,0.02816526,0.00011203,0.04939097,0.138308,0.00473901,0.999383,0.00757974,,0.003082
10/12/2025,3324.2,900.24,138.07,1.6151,14.6,0.637,0.0192,1.818,0.1382,0.2229,9.13,5.117e-05,0.0935,0.2639,0.000615,0.01370293,0.00778473,0.051192,0.00063139,0.00095227,0.07129,0.969438,0.00053594,0.01037145,2.8435e-08,0.00033208,0.110867,0.00114153,0.00126885,6.213e-05,0.00394117,1.442,0.003345,0.02808873,1.124,0.01211738,0.00440091,0.00105871,0.01073266,0.125583,0.02821057,0.00011673,0.054637,0.143537,0.00463007,1.039,0.007247,,0.002984
11/12/2025,3336.71,899.13,137.28,1.6115,14.23,0.611,0.01875,1.773,0.148,0.2183,9.05,4.998e-05,0.0893,0.2548,0.000599,0.01353579,0.00758575,0.050571,0.00061337,0.0009949,0.068469,0.956467,0.00052597,0.01016572,2.8279e-08,0.00033159,0.119206,0.00115706,0.00126413,6.135e-05,0.00373984,1.395,0.003149,0.02795997,1.093,0.01204617,0.00461227,0.00106045,0.01054944,0.120221,0.0256378,0.00011778,0.068891,0.144258,0.00464479,0.994627,0.00680988,,0.002818
12/12/2025,3262.01,893.87,139.78,1.5594,13.76,0.599,0.0184,1.719,0.1343,0.2159,8.58,4.831e-05,0.0866,0.246,0.000584,0.01285207,0.00742341,0.04978036,0.00059212,0.00118006,0.06877,0.964046,0.00052132,0.00984644,2.8023e-08,0.00032926,0.119508,0.00086641,0.00125246,4.75e-05,0.00337773,1.365,0.003411,0.02775404,1.051,0.01194371,0.00456213,0.00098092,0.01047799,0.117708,0.02390734,0.00010358,0.05932,0.149284,0.00462685,0.931038,0.00676129,,0.002817
13/12/2025,3091.1,882.93,132.45,1.6052,13.18,0.575,0.017925,1.634,0.1287,0.2067,8.45,4.628e-05,0.0837,0.2401,0.000575,0.01181416,0.00714112,0.04854009,0.00058514,0.00114885,0.068661,0.957885,0.00052479,0.00927966,2.7827e-08,0.00032216,0.118263,0.00087363,0.00121126,4.546e-05,0.0032693,1.307,0.003108,0.0266599,1.014,0.01179185,0.00450863,0.00093986,0.01025466,0.11416,0.02199796,0.00010376,0.057749,0.143027,0.00458253,0.885813,0.00555886,,0.002779
14/12/2025,3118.43,897.98,133.57,1.5516,13.38,0.578,0.01815,1.662,0.1294,0.2162,8.55,4.644e-05,0.0852,0.2457,0.000588,0.01173335,0.00713235,0.04784219,0.00056187,0.00112191,0.070072,0.959614,0.0005324,0.00921613,2.8456e-08,0.00031564,0.117686,0.00087792,0.00128521,4.387e-05,0.00333128,1.324,0.00314,0.02701766,1.012,0.01168165,0.00442303,0.00092725,0.0101548,0.11421,0.02210842,9.894e-05,0.05968,0.141095,0.00455965,0.903555,0.00556385,,0.002733
15/12/2025,3152.05,886.13,131.86,1.4708,13.19,0.548,0.0174,1.614,0.1239,0.2117,8.55,4.514e-05,0.0796,0.2386,0.00057,0.01107037,0.00692669,0.04703009,0.00053612,0.00153111,0.069371,0.904616,0.00051144,0.00880216,2.8585e-08,0.00030773,0.112699,0.00088588,0.00128768,4.094e-05,0.00318812,1.308,0.002928,0.0258609,0.978,0.01149188,0.00406831,0.00090717,0.0101934,0.11041,0.02037001,0.00012067,0.058959,0.133209,0.00439808,0.908868,0.00481285,,0.0026
16/12/2025,2921.52,867.18,127.32,1.5119,12.18,0.51,0.019325,1.553,0.1189,0.1999,8.12,4.279e-05,0.0764,0.2219,0.00053,0.00973707,0.0066101,0.04602702,0.00050966,0.00167379,0.066603,0.784243,0.00045861,0.00817739,2.726e-08,0.0003002,0.109785,0.00082567,0.00119382,4.025e-05,0.00263901,1.261,0.00269,0.02387508,0.92,0.01107385,0.00412143,0.00081421,0.00973769,0.105704,0.01888447,0.00010183,0.052544,0.126585,0.00428691,0.845868,0.0047036,,0.002404
17/12/2025,2954.65,872.89,128.71,1.4227,12.34,0.513,0.018975,1.569,0.1185,0.1999,8.06,4.269e-05,0.0769,0.2205,0.000531,0.00985818,0.0066005,0.04603636,0.00050899,0.00174036,0.06749,0.797619,0.00045728,0.00819282,2.7448e-08,0.00029774,0.110117,0.00083376,0.00118621,4.086e-05,0.00264071,1.263,0.002693,0.02404622,0.922,0.0110647,0.0040798,0.00081371,0.01028826,0.105902,0.01928395,0.00010224,0.053076,0.126519,0.00436139,0.838471,0.00473134,,0.002206
18/12/2025,2954.65,872.89,128.71,1.3465,12.34,0.513,0.018975,1.569,0.1185,0.1999,8.06,4.269e-05,0.0769,0.2205,0.000531,0.00985818,0.0066005,0.04603636,0.00050899,0.00174036,0.06749,0.797619,0.00045728,0.00819282,2.7448e-08,0.00029774,0.110117,0.00083376,0.00118621,4.086e-05,0.00264071,1.263,0.002693,0.02404622,0.922,0.0110647,0.0040798,0.00081371,0.01028826,0.105902,0.01928395,0.00010224,0.053076,0.126519,0.00436139,0.838471,0.00473134,,0.001964
19/12/2025,2975.44,848.02,125.49,1.4194,12.3,0.4839,0.0175,1.534,0.112,0.1912,8.08,4.163e-05,0.074,0.2116,0.000518,0.00967964,0.00631592,0.04298036,0.00045258,0.00161055,0.064503,0.723537,0.00042836,0.00812132,2.6842e-08,0.00026421,0.102364,0.00089488,0.00117372,3.947e-05,0.00246681,1.267,0.002551,0.02384107,0.866,0.01081294,0.00257504,0.00078455,0.01013025,0.099474,0.01827928,8.731e-05,0.04983885,0.139022,0.00390294,0.774619,0.00435217,,0.001914
20/12/2025,2982.7,854.69,126.41,1.405,12.27,0.4776,0.017625,1.537,0.1124,0.1926,8.08,4.158e-05,0.0742,0.2123,0.000524,0.00971227,0.00631905,0.04297716,0.00046482,0.00160752,0.064217,0.714893,0.00042601,0.00811606,2.7277e-08,0.00026218,0.102684,0.00090542,0.00117055,4.019e-05,0.00248682,1.283,0.002558,0.02400937,0.874,0.01104926,0.00255593,0.00080889,0.01010692,0.100551,0.01842735,9.153e-05,0.050377,0.154243,0.00384365,0.762527,0.00443681,,0.001988
21/12/2025,2989.0,852.47,125.37,1.392,12.16,0.4746,0.01745,1.523,0.1107,0.19,8.15,4.104e-05,0.0749,0.2093,0.000524,0.00991342,0.00622598,0.04308388,0.00046229,0.00166912,0.062785,0.729996,0.00045678,0.00853999,2.7347e-08,0.00028835,0.103756,0.0009088,0.00108203,4.038e-05,0.00259411,1.266,0.00262,0.02762664,0.865,0.01111756,0.00286882,0.00075571,0.01010669,0.099228,0.01819548,8.961e-05,0.053325,0.160644,0.00372457,0.792182,0.00439665,,0.001942
